528,10,11
0.58642,-0.06868,-0.06769,0.60667,-0.44871,-0.02181,-0.12381,0.67633,-0.08350,0.23797,6,5,8,3,4,1,7,9,10,11,2
0.23513,-0.02710,0.18974,0.79722,-0.50935,-0.39551,-0.36871,0.91234,0.17933,0.57997,7,5,8,9,2,4,1,10,6,11,3
-0.28899,0.36768,0.13539,0.68222,-0.88782,-0.44293,0.04966,0.78018,0.34086,0.32640,4,5,6,7,8,9,2,1,3,10,11
-0.21967,0.00819,0.01282,0.74500,-0.48560,0.16472,0.05986,0.42482,0.60438,-0.32315,8,9,10,11,5,7,3,4,1,6,2
-0.61358,0.11689,0.19487,0.63611,-0.23547,-0.32596,0.43333,-0.20701,0.83915,0.35046,6,7,8,9,10,5,3,4,2,1,11
0.25574,-0.12854,-0.20462,0.45500,-0.50834,0.36073,-0.13605,0.64666,0.25873,-0.40832,6,4,9,3,2,7,8,10,5,11,1
0.87166,-0.68935,-0.96718,0.24611,-0.11673,0.96143,0.38776,0.77343,-0.82683,-0.35111,1,2,3,4,5,6,7,8,9,10,11
0.78501,-0.49906,-0.69590,0.24389,-0.04750,0.81726,0.04762,0.99595,-0.24846,0.03576,2,1,3,4,5,6,7,8,9,10,11
0.74098,-0.38973,-0.53487,0.44444,-0.05255,0.65223,-0.00340,0.67364,-0.17591,0.15085,3,2,1,4,5,6,7,8,9,10,11
0.73255,-0.12854,-0.26462,0.48389,-0.33401,0.12362,-0.03742,0.41605,-0.03696,0.18661,5,4,6,1,7,2,8,9,10,11,3
0.37564,-0.07782,0.15949,0.81444,-0.41587,-0.26462,-0.36599,0.62778,0.18686,0.28153,6,5,8,7,1,4,2,9,10,11,3
0.59579,-0.10838,-0.13641,0.55389,-0.42496,0.00348,0.02585,0.52124,-0.05202,0.28544,6,5,7,1,4,2,8,9,10,11,3
0.29461,0.00441,0.16872,0.69444,-0.51086,-0.40563,-0.32109,0.93729,0.14374,0.60338,5,6,8,9,2,3,1,10,7,11,4
-0.28056,0.38815,0.15180,0.66444,-0.80950,-0.61176,0.07211,0.58125,0.47707,0.24382,4,5,6,7,8,9,2,1,3,10,11
-0.16347,-0.05545,-0.05179,0.65667,-0.45124,0.28992,-0.03878,0.72016,0.47912,-0.23732,6,9,10,11,4,7,3,5,1,8,2
-0.60890,0.09956,0.13744,0.51611,-0.25872,-0.37085,0.53469,-0.12272,0.82820,0.39922,6,7,8,9,10,5,2,3,4,1,11
0.26042,-0.11972,-0.21641,0.50278,-0.48257,0.25514,-0.13674,0.71409,0.16701,-0.35111,6,5,9,3,2,4,8,10,7,11,1
0.71569,-0.72464,-0.57539,-0.08167,0.02375,0.51628,0.42041,0.71342,0.19233,-0.20416,2,1,3,4,5,6,7,8,9,10,11
0.68478,-0.50819,-0.33744,-0.35722,-0.05508,0.31963,0.23674,0.47741,0.23272,-0.18271,5,1,2,3,6,7,8,9,10,11,4
0.55504,-0.28734,-0.26821,-0.15111,0.37292,-0.30509,0.29864,0.13486,-0.15332,-0.33355,6,3,2,1,7,5,8,9,10,11,4
0.48993,-0.04285,0.07744,-0.35556,0.16574,-0.39741,0.11088,-0.20971,0.14990,-0.26658,6,4,7,1,5,2,8,9,10,11,3
0.24637,0.22968,0.31846,-0.30556,-0.37089,-0.41258,-0.08367,0.51989,0.12594,-0.29064,6,7,8,9,1,3,2,10,5,11,4
0.28665,0.02142,0.28872,-0.17389,-0.19909,-0.42460,0.08027,0.27377,0.28200,-0.19181,6,7,8,4,2,1,5,9,10,11,3
-0.05480,0.03970,0.70103,0.23444,-0.53411,-0.44863,-0.60068,0.40189,0.81930,0.22887,4,5,6,7,3,8,1,2,9,10,11
-0.22951,-0.12476,0.75744,0.79889,-0.54371,-0.35884,-0.94354,0.49225,0.62902,0.78088,3,4,5,6,7,8,1,2,9,10,11
-0.10445,-0.05356,0.37128,-0.15000,-0.55735,0.03193,-0.20340,0.60755,0.44148,0.37581,7,8,9,10,5,4,1,6,3,11,2
-0.24590,-0.36484,0.15333,-0.03278,-0.20869,0.33481,0.03605,0.44100,0.48597,0.52081,6,3,5,9,10,7,11,8,1,4,2
0.29836,-0.35003,0.31744,-0.08278,-0.27539,-0.09516,-0.19456,0.34525,0.38672,0.15605,8,3,4,5,7,2,6,10,9,11,1
0.73490,-0.74260,-0.61077,-0.07500,0.03386,0.52197,0.42381,0.74241,0.18686,-0.20416,2,1,3,4,5,6,7,8,9,10,11
0.77330,-0.51796,-0.30410,-0.37500,-0.12431,0.32090,0.25374,0.47404,0.29021,-0.15345,4,1,2,3,6,7,8,9,10,11,5
0.59110,-0.30781,-0.20205,-0.15056,0.28954,-0.12109,0.20680,0.15914,-0.02190,-0.38036,6,3,2,1,7,5,8,9,10,11,4
0.50070,-0.02710,-0.02256,-0.23222,0.13896,-0.42017,0.10612,-0.13891,0.18275,-0.37516,5,6,7,1,4,2,8,9,10,11,3
0.24216,0.12602,0.48462,-0.21778,-0.46943,-0.39235,-0.12721,0.52933,0.15195,-0.21326,5,6,7,8,1,3,2,9,10,11,4
0.30211,-0.00851,0.38205,-0.14889,-0.24558,-0.35884,0.07279,0.28456,0.40931,-0.27308,6,7,8,5,2,1,4,9,10,11,3
-0.07682,-0.04757,0.76718,0.37778,-0.52552,-0.46001,-0.65102,0.31962,0.79329,0.38036,3,4,5,6,7,8,1,2,9,10,11
-0.22904,-0.16919,0.76667,0.88056,-0.56594,-0.41385,-0.88163,0.35738,0.60917,0.83680,3,4,5,6,7,8,1,2,9,10,11
-0.05714,-0.16604,0.47641,0.01778,-0.53310,-0.05659,-0.24558,0.54214,0.49829,0.65475,8,7,9,10,6,3,1,5,4,11,2
-0.32600,-0.31380,0.17539,-0.04111,-0.16422,0.35694,0.01633,0.47741,0.47091,0.41938,7,3,5,9,10,8,11,6,1,4,2
0.30070,-0.32451,0.34051,-0.09278,-0.33502,-0.05027,-0.11293,0.34727,0.38330,0.18075,9,3,6,4,7,2,5,10,8,11,1
0.66511,-0.75488,-0.60615,-0.01556,0.07377,0.56371,0.40952,0.76130,0.09582,-0.22627,2,1,3,4,5,6,7,8,9,10,11
0.79063,-0.53088,-0.29128,-0.38111,-0.12228,0.33924,0.28776,0.42212,0.30390,-0.15215,3,1,2,4,6,7,8,9,10,11,5
0.61452,-0.31884,-0.23795,-0.10778,0.22638,-0.05406,0.15374,0.24747,-0.10199,-0.33030,6,3,2,1,7,5,8,9,10,11,4
0.49180,-0.04726,0.00564,-0.29000,0.20920,-0.50617,0.10272,-0.08564,0.13621,-0.35696,5,4,6,1,7,2,8,9,10,11,3
0.25527,-0.03088,0.65436,-0.08611,-0.51592,-0.51502,-0.19184,0.48078,0.18823,0.01495,6,7,8,5,1,3,2,9,10,11,4
0.32834,-0.08129,0.43333,-0.07556,-0.33957,-0.32912,-0.01701,0.46123,0.35524,-0.24903,6,7,8,5,2,1,4,9,10,11,3
-0.04824,-0.17454,0.78205,0.51611,-0.35574,-0.47645,-0.79388,0.10587,0.80219,0.59363,4,3,5,6,7,8,1,2,9,10,11
-0.23138,-0.16824,0.77282,0.87000,-0.56291,-0.47012,-0.82177,0.26635,0.62012,0.73797,3,4,5,6,7,8,1,2,9,10,11
-0.04356,-0.27064,0.53641,0.16778,-0.52400,-0.04584,-0.19388,0.46325,0.40110,0.74837,7,5,10,11,8,4,1,6,3,9,2
-0.46370,-0.26780,0.25026,0.03722,-0.10561,0.37022,-0.04218,0.44370,0.45243,0.29844,6,4,7,8,9,10,11,5,1,3,2
0.27775,-0.34342,0.37026,-0.05944,-0.38858,-0.00980,-0.02993,0.28523,0.35934,0.21196,9,3,6,4,7,2,5,10,8,11,1
0.58689,-0.78072,-0.55744,0.07167,0.10106,0.61050,0.40952,0.76062,0.02533,-0.23602,1,2,3,4,5,6,7,8,9,10,11
0.76159,-0.53592,-0.30256,-0.37333,-0.11319,0.34240,0.29660,0.44842,0.31143,-0.15800,3,1,2,4,6,7,8,9,10,11,5
0.60234,-0.34877,-0.25846,-0.09833,0.18343,-0.03256,0.12789,0.26500,-0.17180,-0.22432,6,3,1,2,7,5,8,9,10,11,4
0.46230,-0.06459,0.00462,-0.34611,0.26933,-0.55802,0.06803,-0.08024,0.12663,-0.39142,5,4,6,1,7,3,8,9,10,11,2
0.28150,-0.12665,0.71846,0.00333,-0.51642,-0.61935,-0.21837,0.42819,0.21355,0.12939,7,5,8,6,2,3,1,9,10,11,4
0.35691,-0.12791,0.42615,-0.08111,-0.31380,-0.43977,-0.00068,0.42414,0.52704,-0.27958,7,6,8,5,4,1,3,9,10,11,2
0.00656,-0.28103,0.75487,0.58444,-0.21779,-0.42839,-0.86122,-0.05664,0.75975,0.72887,3,2,4,5,6,7,1,8,9,10,11
-0.23419,-0.17108,0.74308,0.82611,-0.51440,-0.44673,-1.00000,0.31558,0.68104,0.79909,3,4,5,6,7,8,1,2,9,10,11
-0.03700,-0.27694,0.50872,0.12944,-0.58514,0.06102,-0.03810,0.48483,0.32854,0.66190,7,5,10,11,8,4,3,6,2,9,1
-0.58080,-0.23724,0.32051,0.11222,-0.08388,0.36073,-0.12789,0.38503,0.44079,0.17880,5,4,7,8,9,10,11,6,1,2,3
0.21920,-0.33428,0.37949,-0.04778,-0.35523,0.02181,-0.05170,0.28119,0.33949,0.16125,9,3,5,4,8,2,6,10,7,11,1
0.52600,-0.78639,-0.51590,0.12667,0.10308,0.63010,0.44830,0.74107,-0.00753,-0.24772,1,2,3,4,5,6,7,8,9,10,11
0.74052,-0.56175,-0.30615,-0.35556,-0.11218,0.34176,0.28231,0.44774,0.31828,-0.15215,2,1,3,4,6,7,8,9,10,11,5
0.54098,-0.37209,-0.21180,-0.05111,0.18696,0.02561,0.13265,0.26838,-0.21218,-0.22692,6,3,1,2,7,5,8,9,10,11,4
0.47963,-0.13138,0.02513,-0.19444,0.00859,-0.29877,-0.03061,-0.17127,0.31417,-0.42783,6,5,7,1,4,2,8,9,10,11,3
0.26651,-0.11720,0.71231,-0.03333,-0.54725,-0.63516,-0.13469,0.44909,0.15195,0.13719,7,5,8,6,2,3,1,9,10,11,4
0.36768,-0.23756,0.45590,-0.02056,-0.28600,-0.42080,-0.07755,0.40256,0.58932,-0.17360,7,5,8,6,4,1,3,9,10,11,2
0.06698,-0.37272,0.70051,0.62056,-0.18646,-0.42776,-0.74558,-0.11396,0.69678,0.78544,3,2,4,6,7,8,1,9,10,11,5
-0.21265,-0.19912,0.73846,0.83111,-0.57150,-0.46633,-0.93469,0.31490,0.70157,0.76983,3,4,5,6,7,8,1,2,9,10,11
-0.03232,-0.32672,0.48872,0.17111,-0.62153,0.09263,0.05918,0.47202,0.25531,0.63459,6,5,8,11,9,3,4,7,2,10,1
-0.61733,-0.23251,0.35590,0.12056,-0.13189,0.38350,-0.11973,0.38301,0.40999,0.15475,5,4,7,8,9,10,11,6,1,2,3
0.17424,-0.30970,0.41231,-0.04278,-0.30723,0.04584,-0.03197,0.32569,0.28268,0.12874,9,3,4,5,8,2,6,10,7,11,1
0.47682,-0.79080,-0.49231,0.16944,0.11117,0.66804,0.47143,0.75051,-0.02738,-0.25748,1,2,3,4,5,6,7,8,9,10,11
0.72084,-0.58507,-0.30154,-0.33556,-0.11622,0.32849,0.27007,0.45853,0.30459,-0.16320,2,1,3,5,6,7,8,9,10,11,4
0.53536,-0.36925,-0.24513,-0.06722,0.17534,0.02181,0.17619,0.34794,-0.20123,-0.29454,6,3,1,2,7,5,8,9,10,11,4
0.46838,-0.15343,-0.02410,-0.11167,-0.10207,-0.14385,-0.23061,0.08294,0.12252,-0.37841,7,5,6,1,4,3,8,9,10,11,2
0.24450,-0.11594,0.69180,-0.01333,-0.53562,-0.69396,-0.12585,0.47471,0.13826,0.14694,7,5,8,6,2,3,1,9,10,11,4
0.34333,-0.35035,0.46667,0.05611,-0.26225,-0.29497,-0.11769,0.42954,0.50719,-0.08127,6,3,5,7,8,1,4,10,9,11,2
0.11335,-0.39257,0.65128,0.57944,-0.28701,-0.48909,-0.52653,0.03304,0.73374,0.66775,3,2,6,8,9,5,1,10,7,11,4
-0.19016,-0.24354,0.73641,0.89000,-0.62506,-0.50300,-0.82041,0.30816,0.68173,0.77113,4,3,5,6,7,8,1,2,9,10,11
-0.07963,-0.37429,0.47539,0.23833,-0.60839,0.20771,0.17959,0.44976,0.06571,0.40767,4,3,7,11,10,5,6,8,1,9,2
-0.67682,-0.14808,0.35846,0.10500,-0.10258,0.37528,-0.13061,0.41807,0.39904,0.02601,5,4,7,8,9,10,11,6,1,2,3
0.12740,-0.27694,0.40564,-0.03333,-0.25569,0.06861,-0.01224,0.32906,0.28131,0.07217,9,3,6,4,8,2,7,10,5,11,1
0.01967,-1.00000,0.41026,0.62778,0.40829,0.55422,-0.20000,-0.44370,-0.40246,0.42848,1,2,3,4,5,6,7,8,9,10,11
-0.01967,-0.48645,0.46872,0.58667,0.51339,-0.21404,-0.57687,-0.49629,-0.33196,0.20221,2,1,3,4,5,6,7,8,9,10,11
0.21780,-0.46188,0.39385,0.52889,0.23800,-0.71040,-0.37483,-0.27579,-0.09103,0.31795,3,2,1,4,5,6,7,8,9,10,11
0.70726,-0.30561,0.18256,-0.30333,-0.00808,-0.64654,0.14354,-0.15981,-0.37098,0.27568,6,3,2,1,7,4,8,9,10,11,5
0.14895,0.05262,0.11641,-0.51889,-0.27236,-0.41385,0.64490,-0.01214,-0.20671,0.03186,5,6,7,8,1,2,3,9,10,11,4
0.27119,-0.09231,-0.04308,-0.46500,-0.03941,-0.56750,0.83469,-0.04585,-0.44969,0.41417,7,5,8,6,2,1,3,9,10,11,4
-0.21405,0.13201,0.83180,-0.08000,-0.45730,-0.74265,0.02789,0.75185,-0.06229,-0.34395,6,7,8,9,3,10,1,2,4,5,11
-0.38267,0.56396,0.31590,-0.30111,-0.47751,-0.79893,0.18027,0.93931,-0.07187,-0.01756,5,6,7,8,9,10,2,1,3,4,11
-0.46979,0.24039,0.25077,-0.39222,0.19303,0.07303,0.27347,0.16521,-0.26968,-0.51105,6,7,8,9,10,11,4,3,1,2,5
-0.50773,0.28797,0.56103,0.11833,0.36988,-0.16978,-0.13946,0.40054,-0.57974,-0.41548,4,6,7,8,9,10,5,3,2,1,11
0.07775,-0.30939,0.20462,-0.42944,0.13290,-0.28802,0.32993,0.38233,-0.51061,-0.03056,9,4,3,7,10,2,6,11,5,8,1
-0.04028,-0.95684,0.42923,0.58278,0.42244,0.56876,-0.25850,-0.47741,-0.25188,0.50910,1,2,3,4,5,6,7,8,9,10,11
-0.06932,-0.44518,0.69692,0.51833,0.45528,-0.24881,-0.61837,-0.50708,-0.23066,0.20416,2,1,3,4,5,6,7,8,9,10,11
0.18501,-0.43132,0.40462,0.47111,0.31177,-0.68574,-0.39796,-0.40931,-0.06434,0.36021,3,2,1,4,5,6,7,8,9,10,11
0.70211,-0.31285,0.12615,-0.21333,-0.05457,-0.61872,0.17279,-0.16318,-0.32512,0.24707,6,3,2,1,7,4,8,9,10,11,5
0.10070,0.06018,0.06462,-0.46056,-0.25013,-0.27095,0.60136,-0.05799,-0.22519,-0.07152,6,7,8,5,1,2,3,9,10,11,4
0.29555,-0.12508,-0.07179,-0.47278,0.00404,-0.47265,0.73537,-0.08699,-0.30596,0.20611,7,6,8,5,2,1,4,9,10,11,3
-0.15457,0.15848,0.80103,-0.15722,-0.48105,-0.67120,0.11293,0.91099,-0.10404,-0.34395,5,6,7,8,2,9,1,4,3,10,11
-0.41312,0.63705,0.35231,-0.36444,-0.53209,-0.62883,0.18299,0.65610,0.07050,0.06697,5,6,7,8,9,10,2,1,3,4,11
-0.46604,0.26906,0.15641,-0.36278,0.25467,-0.03256,0.30476,0.20904,-0.38946,-0.46619,5,6,7,8,9,10,4,3,1,2,11
-0.52084,0.23220,0.53282,0.08944,0.44619,-0.22163,0.02789,0.41335,-0.49418,-0.50130,4,6,7,8,9,10,5,3,2,1,11
0.07166,-0.30907,0.15692,-0.38778,0.11268,-0.30383,0.31973,0.33783,-0.58864,-0.00975,8,4,3,6,10,2,7,11,5,9,1
-0.14707,-0.89981,0.51949,0.64222,0.40728,0.47961,-0.39660,-0.53540,-0.09788,0.49285,1,2,3,4,5,6,7,8,9,10,11
-0.02436,-0.51040,0.76513,0.48500,0.45528,-0.19507,-0.52653,-0.47674,-0.21971,0.09233,1,2,3,4,5,6,7,8,9,10,11
0.18127,-0.43226,0.35590,0.61667,0.25114,-0.73190,-0.28776,-0.47337,-0.08556,0.36671,3,2,1,4,5,6,7,8,9,10,11
0.64778,-0.34436,0.25590,-0.24556,-0.01314,-0.70661,0.12517,-0.09238,-0.31417,0.28739,6,3,1,2,7,4,8,9,10,11,5
0.06979,0.09515,0.00256,-0.48722,-0.18747,-0.10149,0.59864,-0.21780,-0.22108,-0.13459,6,7,8,5,1,2,3,9,10,11,4
0.24403,-0.15091,-0.13487,-0.34667,0.03537,-0.31710,0.57007,-0.20364,-0.37988,0.19961,7,5,8,2,4,1,6,9,10,11,3
-0.17002,0.25551,0.82256,-0.20111,-0.49116,-0.60544,0.08776,0.84289,-0.13758,-0.18075,5,6,7,8,2,9,1,3,4,10,11
-0.46417,0.63264,0.24205,-0.42722,-0.51289,-0.43029,0.39116,0.54821,0.12457,-0.02926,5,6,7,8,9,10,2,1,3,4,11
-0.46464,0.20983,0.24051,-0.30167,0.13845,-0.12488,0.35374,0.26096,-0.26763,-0.49025,7,8,9,10,11,5,4,3,1,2,6
-0.57986,0.13296,0.57282,-0.06222,0.42951,-0.13500,-0.00068,0.42077,-0.52361,-0.62874,4,6,7,8,9,10,11,3,2,1,5
0.02623,-0.27316,0.15333,-0.37611,0.11925,-0.32280,0.29864,0.25152,-0.59891,-0.00585,9,4,3,6,10,2,7,11,5,8,1
-0.19157,-0.86957,0.57385,0.61667,0.36685,0.46443,-0.40544,-0.53405,-0.11362,0.46619,1,2,3,4,5,6,7,8,9,10,11
0.01265,-0.57215,0.77846,0.44556,0.45932,-0.15839,-0.44014,-0.44235,-0.28474,-0.00455,1,2,3,4,5,6,7,8,9,10,11
0.11194,-0.43226,0.39897,0.68778,0.19101,-0.81600,-0.39184,-0.28388,-0.02327,0.38492,3,2,1,4,5,6,7,8,9,10,11
0.68618,-0.33680,0.24667,-0.24389,0.05255,-0.73886,0.24218,-0.19016,-0.32923,0.23602,6,3,1,2,7,4,8,9,10,11,5
0.06417,0.08097,0.04410,-0.33333,-0.36988,-0.03067,0.60544,-0.15172,-0.40520,-0.03316,5,6,7,8,1,2,3,9,10,11,4
0.10960,-0.17549,-0.09026,-0.21556,0.13845,-0.21151,0.41157,-0.18004,-0.57700,0.15215,6,4,5,3,9,1,7,10,8,11,2
-0.23934,0.38689,0.72923,-0.32167,-0.51339,-0.60734,0.08027,0.77815,-0.33470,-0.07217,6,7,8,9,4,10,1,2,3,5,11
-0.53677,0.62571,0.28359,-0.29722,-0.49722,-0.50490,0.39864,0.56237,0.15537,-0.05462,5,6,7,8,9,10,2,1,3,4,11
-0.47354,0.20636,0.33846,-0.30111,0.13441,-0.17167,0.29388,0.20566,-0.21971,-0.48375,7,8,9,10,11,5,4,3,2,1,6
-0.63981,0.22275,0.58103,-0.11111,0.39616,-0.04205,-0.04966,0.39380,-0.46270,-0.63719,4,5,6,7,8,9,10,3,2,1,11
0.04684,-0.27316,0.16154,-0.27222,0.11572,-0.43851,0.37143,0.22050,-0.65229,0.01105,8,3,4,6,10,2,5,11,7,9,1
-0.28712,-0.78734,0.63026,0.50889,0.38050,0.48593,-0.46599,-0.59811,-0.13895,0.54877,1,2,3,4,5,6,7,8,9,10,11
-0.09461,-0.49653,0.81231,0.42278,0.44113,-0.36516,-0.52517,-0.38503,-0.36619,0.10078,1,2,3,4,5,6,7,8,9,10,11
-0.08103,-0.27032,0.57744,0.56500,0.08641,-0.99052,-0.34966,-0.10722,0.15058,0.30364,3,2,1,7,8,9,4,10,11,5,6
0.69321,-0.31979,0.17333,-0.10667,0.01668,-0.77110,0.33674,-0.20432,-0.31348,0.17750,5,3,2,1,7,4,8,9,10,11,6
0.04215,0.05419,0.11590,-0.26333,-0.36887,-0.18748,0.66871,-0.07283,-0.51540,0.02146,5,6,7,8,1,2,3,9,10,11,4
0.03419,-0.23220,0.04462,-0.03500,0.12380,-0.10844,0.33605,-0.13958,-0.68036,0.05332,6,3,4,5,10,2,8,11,7,9,1
-0.28384,0.55829,0.29641,-0.49944,-0.38252,-0.45368,0.38027,0.31288,-0.39014,-0.11443,6,7,8,9,5,10,2,1,3,4,11
-0.53115,0.62035,0.35949,-0.24333,-0.55735,-0.53588,0.23333,0.49157,0.16632,-0.01105,5,6,7,8,9,10,3,1,2,4,11
-0.49321,0.24764,0.43333,-0.28667,0.13391,-0.22289,0.18095,0.07957,-0.22314,-0.49870,6,7,8,9,10,5,4,3,2,1,11
-0.66557,0.35224,0.58769,-0.15333,0.41486,-0.02308,0.02517,0.45246,-0.37782,-0.58258,4,5,6,7,8,9,10,3,2,1,11
0.10773,-0.28040,0.16308,-0.26333,0.12077,-0.42333,0.34626,0.21511,-0.70431,0.07867,8,3,4,6,9,2,5,10,7,11,1
-0.28899,-0.77757,0.64821,0.46944,0.38403,0.47834,-0.50136,-0.64262,-0.13279,0.60468,1,2,3,4,5,6,7,8,9,10,11
-0.21874,-0.40202,0.62103,0.56778,0.40475,-0.75277,-0.50068,-0.30074,-0.34086,0.36736,3,1,2,4,5,6,7,8,9,10,11
-0.10164,-0.30561,0.54308,0.60500,0.20061,-0.88935,-0.39184,-0.19150,0.01369,0.22107,3,2,1,4,5,6,7,8,9,10,11
0.64075,-0.30120,0.20359,-0.13333,0.02830,-0.77553,0.19524,-0.10519,-0.36961,0.21587,6,3,1,2,7,4,8,9,10,11,5
0.06276,0.06018,0.09436,-0.41944,-0.23345,-0.21783,0.63333,0.00067,-0.41889,-0.06047,6,7,8,9,1,2,3,10,5,11,4
-0.08290,-0.27568,0.12872,0.17889,0.05659,-0.13057,0.36939,-0.20634,-0.54278,0.02211,5,4,3,6,10,2,9,11,7,8,1
-0.27401,0.43037,0.21539,-0.34889,-0.30672,-0.41322,0.51225,0.12879,-0.29295,-0.35436,7,8,9,10,5,6,1,2,3,4,11
-0.53396,0.54757,0.37385,-0.23000,-0.54725,-0.67373,0.13265,0.56642,0.14579,-0.02406,5,6,7,8,9,10,2,1,3,4,11
-0.46885,0.20227,0.29539,-0.17167,0.18494,-0.22289,0.26599,0.14093,-0.34634,-0.53446,7,8,9,10,11,5,4,3,2,1,6
-0.68759,0.36106,0.80256,-0.22611,0.30066,0.08758,-0.01837,0.46865,-0.21013,-0.62224,4,5,6,7,8,9,10,3,2,1,11
0.17096,-0.29269,0.26359,-0.18778,0.12582,-0.56497,0.30544,0.19285,-0.61465,-0.07412,7,4,2,5,9,3,6,10,8,11,1
-0.11522,-0.69408,0.01897,0.31778,0.54017,0.14891,0.76599,-0.85570,-0.58316,0.16515,1,2,3,4,5,6,7,8,9,10,11
-0.35972,-0.26591,0.17795,0.71889,0.38656,0.31584,-0.50612,-0.46932,-0.66804,0.14174,1,2,3,7,8,9,10,11,5,6,4
0.19251,-0.35539,-0.24205,0.50889,0.21981,0.06924,-0.27143,-0.25624,-0.38946,0.35696,3,2,1,5,6,7,8,9,10,11,4
0.27307,-0.16320,-0.20103,0.04111,-0.11167,-0.47012,0.17279,-0.59744,-0.10815,0.31860,7,5,4,1,6,2,8,9,10,11,3
0.08009,0.12949,-0.06205,-0.20500,-0.49166,-0.31331,0.36327,0.19825,-0.00342,-0.34720,7,8,9,5,1,2,3,10,6,11,4
0.18314,0.02237,-0.16410,-0.19889,-0.24760,-0.16535,0.14286,-0.02090,-0.04517,-0.13069,6,7,8,2,3,1,5,9,10,11,4
-0.14660,0.27158,-0.08872,-0.23167,-0.24912,-0.40057,0.57279,0.17060,0.02875,-0.54421,7,8,9,10,2,3,1,5,4,6,11
-0.54660,0.45810,0.06256,0.28167,-0.44416,-0.64907,0.43742,0.19555,0.49008,0.03706,5,6,7,8,9,10,3,1,4,2,11
-0.31148,0.25205,-0.54154,0.21722,-0.07580,0.39994,0.17075,0.85502,0.01232,-0.75098,3,6,7,8,9,10,11,5,1,2,4
-0.75785,0.41872,-0.31590,0.17278,0.30318,-0.28296,0.35442,-0.12744,-0.07666,-0.81730,3,4,5,6,7,8,9,10,2,1,11
0.02998,-0.08570,-0.15231,0.32444,-0.07630,0.11413,0.16395,0.43560,-0.05955,-0.65150,6,8,10,2,5,4,7,11,3,9,1
-0.08993,-0.62350,-0.08000,0.20667,0.60182,0.28359,0.65238,-1.00000,-0.60301,0.22172,1,2,3,4,5,6,7,8,9,10,11
-0.25386,-0.31002,0.07026,0.76667,0.41132,0.49921,-0.21905,-0.35873,-0.77139,0.02146,1,2,3,7,8,9,10,11,4,6,5
0.17939,-0.35570,-0.17077,0.52778,0.23497,0.11350,-0.17755,-0.24208,-0.53662,0.35176,3,2,1,5,6,7,8,9,10,11,4
0.26276,-0.17643,-0.15539,0.06667,-0.17383,-0.40942,0.07755,-0.58665,-0.08966,0.20156,7,6,4,1,5,2,8,9,10,11,3
0.09087,0.08349,-0.02667,-0.12111,-0.51390,-0.46254,0.43401,0.21038,0.04038,-0.30819,6,7,8,5,1,3,2,9,10,11,4
0.22717,-0.02867,-0.06256,-0.22611,-0.26529,-0.09959,0.10272,-0.00539,0.03970,-0.14955,6,7,8,2,3,1,5,9,10,11,4
-0.13021,0.29931,-0.17949,-0.21167,-0.20364,-0.28612,0.65850,0.08766,-0.10267,-0.57282,7,8,9,10,1,3,2,6,4,5,11
-0.53958,0.38154,0.08051,0.42722,-0.52552,-0.70029,0.39660,0.21376,0.56194,0.04421,5,6,7,8,9,10,2,1,4,3,11
-0.38642,0.18431,-0.21180,0.17278,-0.16271,0.25324,-0.02857,0.94875,0.20397,-0.68596,6,7,8,9,10,11,4,5,1,2,3
-0.76440,0.43132,-0.29949,0.17222,0.29560,-0.36010,0.42109,-0.12542,-0.01095,-0.87256,3,4,5,6,7,8,9,10,2,1,11
0.03560,-0.11846,-0.16872,0.34667,-0.12734,0.07303,0.16395,0.50438,-0.04381,-0.56437,7,8,9,2,5,3,6,10,4,11,1
-0.12693,-0.64871,0.06308,0.29500,0.56645,0.14701,0.67755,-0.94471,-0.76386,0.27308,1,2,3,4,5,6,7,8,9,10,11
-0.20703,-0.37303,0.08821,0.77611,0.36988,0.58963,-0.02857,-0.13891,-0.92334,0.09363,1,2,3,7,8,9,10,11,4,5,6
0.09415,-0.32514,-0.09795,0.58222,0.25417,0.06355,-0.21157,-0.28523,-0.62971,0.42068,3,2,1,5,6,7,8,9,10,11,4
0.21733,-0.15659,-0.17077,0.04389,-0.15159,-0.36263,0.00476,-0.57047,-0.12457,0.14890,7,6,4,1,5,2,8,9,10,11,3
0.10164,0.11185,-0.07128,-0.16278,-0.47398,-0.44546,0.54354,0.07755,0.00753,-0.32120,5,6,7,8,1,3,2,9,10,11,4
0.27119,-0.06553,-0.03590,-0.20611,-0.28398,-0.08441,0.10884,0.05529,0.06297,-0.23732,6,7,8,2,4,1,5,9,10,11,3
-0.07494,0.26623,-0.13795,-0.32833,-0.12026,-0.24502,0.65034,0.21983,-0.09925,-0.60663,8,9,10,11,1,3,2,6,4,5,7
-0.52084,0.41872,0.04154,0.38111,-0.62506,-0.53715,0.35782,0.24815,0.58385,-0.11574,5,6,7,8,9,10,2,1,3,4,11
-0.32740,0.09074,-0.24615,0.16444,-0.15968,0.28043,-0.06122,1.00000,0.08761,-0.65150,5,7,8,9,6,10,4,11,1,3,2
-0.78127,0.46786,-0.17897,0.10000,0.19353,-0.35568,0.28844,-0.10115,0.24298,-1.00000,3,4,5,6,7,8,9,10,2,1,11
